Datetime,AEP_MW
2005-01-06 00:00:00,15618.79167
2005-01-07 00:00:00,16236.625
2005-01-08 00:00:00,15139.08333
2005-01-09 00:00:00,14576.16667
2005-01-10 00:00:00,16263.83333
2005-01-11 00:00:00,16427.08333
2005-01-12 00:00:00,15336.04167
2005-01-13 00:00:00,15025.83333
2005-01-14 00:00:00,16666.95833
2005-01-15 00:00:00,16563.875
2005-01-16 00:00:00,16705.33333
2005-01-17 00:00:00,20029.125
2005-01-18 00:00:00,20806.25
2005-01-19 00:00:00,19909.125
2005-01-20 00:00:00,18686.75
2005-01-21 00:00:00,18907.33333
2005-01-22 00:00:00,18296.375
2005-01-23 00:00:00,19291.125
2005-01-24 00:00:00,20646.95833
2005-01-25 00:00:00,18347.625
2005-01-26 00:00:00,17652.125
2005-01-27 00:00:00,19053.16667
2005-01-28 00:00:00,19482.83333
2005-01-29 00:00:00,17662.58333
2005-01-30 00:00:00,16087.75
2005-01-31 00:00:00,17794.58333
2005-02-01 00:00:00,17788.54167
2005-02-02 00:00:00,18189.375
2005-02-03 00:00:00,17136.41667
2005-02-04 00:00:00,17117.875
2005-02-05 00:00:00,15537.45833
2005-02-06 00:00:00,14592.25
2005-02-07 00:00:00,16022.58333
2005-02-08 00:00:00,15996
2005-02-09 00:00:00,16016.58333
2005-02-10 00:00:00,17753.95833
2005-02-11 00:00:00,18406.75
2005-02-12 00:00:00,15582.79167
2005-02-13 00:00:00,15112.25
2005-02-14 00:00:00,16165.79167
2005-02-15 00:00:00,15665.58333
2005-02-16 00:00:00,16206.625
2005-02-17 00:00:00,17533.66667
2005-02-18 00:00:00,18008.16667
2005-02-19 00:00:00,16511.91667
2005-02-20 00:00:00,15397.70833
2005-02-21 00:00:00,15926.95833
2005-02-22 00:00:00,16116.91667
2005-02-23 00:00:00,16311.125
2005-02-24 00:00:00,17525.95833
2005-02-25 00:00:00,17292.45833
2005-02-26 00:00:00,15635.66667
2005-02-27 00:00:00,15252.16667
2005-02-28 00:00:00,17102.5
2005-03-01 00:00:00,18429.16667
2005-03-02 00:00:00,18563.41667
2005-03-03 00:00:00,18121.08333
2005-03-04 00:00:00,17663.375
2005-03-05 00:00:00,15418.875
2005-03-06 00:00:00,14247.375
2005-03-07 00:00:00,15471.95833
2005-03-08 00:00:00,17429.08333
2005-03-09 00:00:00,17907
2005-03-10 00:00:00,17568.16667
2005-03-11 00:00:00,17016.54167
2005-03-12 00:00:00,15855.41667
2005-03-13 00:00:00,14973.91667
2005-03-14 00:00:00,16623.95833
2005-03-15 00:00:00,16567.79167
2005-03-16 00:00:00,16755.29167
2005-03-17 00:00:00,16447.75
2005-03-18 00:00:00,15823.875
2005-03-19 00:00:00,14655.375
2005-03-20 00:00:00,14042.70833
2005-03-21 00:00:00,15904.41667
2005-03-22 00:00:00,15955.41667
2005-03-23 00:00:00,15837
2005-03-24 00:00:00,15992.08333
2005-03-25 00:00:00,14799.08333
2005-03-26 00:00:00,13675.45833
2005-03-27 00:00:00,13144.125
2005-03-28 00:00:00,15044.625
2005-03-29 00:00:00,14947.625
2005-03-30 00:00:00,14560
2005-03-31 00:00:00,14203.95833
2005-04-01 00:00:00,14514.91667
2005-04-02 00:00:00,14583.75
2005-04-03 00:00:00,13696.56522
2005-04-04 00:00:00,14676.04167
2005-04-05 00:00:00,14449.54167
2005-04-06 00:00:00,14052.33333
2005-04-07 00:00:00,14143.625
2005-04-08 00:00:00,13975.875
2005-04-09 00:00:00,12652.29167
2005-04-10 00:00:00,12032.75
2005-04-11 00:00:00,13733.125
2005-04-12 00:00:00,13982
2005-04-13 00:00:00,14445.45833
2005-04-14 00:00:00,14462.75
2005-04-15 00:00:00,14115.91667
2005-04-16 00:00:00,12903.54167
2005-04-17 00:00:00,12362.91667
2005-04-18 00:00:00,14115.5
2005-04-19 00:00:00,14473.25
2005-04-20 00:00:00,14409.875
2005-04-21 00:00:00,14008.125
2005-04-22 00:00:00,14138.625
2005-04-23 00:00:00,14013.5
2005-04-24 00:00:00,14702.79167
2005-04-25 00:00:00,15002.83333
2005-04-26 00:00:00,14638
2005-04-27 00:00:00,14528.83333
2005-04-28 00:00:00,14665.125
2005-04-29 00:00:00,14395.45833
2005-04-30 00:00:00,13083.375
2005-05-01 00:00:00,12536.41667
2005-05-02 00:00:00,14784.54167
2005-05-03 00:00:00,15081.16667
2005-05-04 00:00:00,14844.95833
2005-05-05 00:00:00,14523.25
2005-05-06 00:00:00,14115.5
2005-05-07 00:00:00,12720.08333
2005-05-08 00:00:00,12020.79167
2005-05-09 00:00:00,14338
2005-05-10 00:00:00,14761.04167
2005-05-11 00:00:00,15259
2005-05-12 00:00:00,14483.75
2005-05-13 00:00:00,14350.66667
2005-05-14 00:00:00,12973.45833
2005-05-15 00:00:00,11930
2005-05-16 00:00:00,13848.58333
2005-05-17 00:00:00,14268.5
2005-05-18 00:00:00,14256.75
2005-05-19 00:00:00,14366.75
2005-05-20 00:00:00,13903.625
2005-05-21 00:00:00,12602.16667
2005-05-22 00:00:00,11987.08333
2005-05-23 00:00:00,13970.20833
2005-05-24 00:00:00,14024.04167
2005-05-25 00:00:00,14039.875
2005-05-26 00:00:00,14364.375
2005-05-27 00:00:00,13910.58333
2005-05-28 00:00:00,12106.54167
2005-05-29 00:00:00,11599.08333
2005-05-30 00:00:00,11953.75
2005-05-31 00:00:00,14312.70833
2005-06-01 00:00:00,14437.91667
2005-06-02 00:00:00,14351.875
2005-06-03 00:00:00,14436.91667
2005-06-04 00:00:00,14192.33333
2005-06-05 00:00:00,14844.08333
2005-06-06 00:00:00,17294.83333
2005-06-07 00:00:00,17529.33333
2005-06-08 00:00:00,17849.875
2005-06-09 00:00:00,18086.125
2005-06-10 00:00:00,18206.33333
2005-06-11 00:00:00,16007.83333
2005-06-12 00:00:00,15195.125
2005-06-13 00:00:00,17546
2005-06-14 00:00:00,17837.45833
2005-06-15 00:00:00,16173.83333
2005-06-16 00:00:00,15081.83333
2005-06-17 00:00:00,14551.33333
2005-06-18 00:00:00,13089.16667
2005-06-19 00:00:00,12794.83333
2005-06-20 00:00:00,15209.29167
2005-06-21 00:00:00,15987.375
2005-06-22 00:00:00,16714.58333
2005-06-23 00:00:00,16777.54167
2005-06-24 00:00:00,17527.125
2005-06-25 00:00:00,16828.70833
2005-06-26 00:00:00,16417.83333
2005-06-27 00:00:00,18696.95833
2005-06-28 00:00:00,17930.875
2005-06-29 00:00:00,18107.33333
2005-06-30 00:00:00,17805.33333
2005-07-01 00:00:00,16864.08333
2005-07-02 00:00:00,14138.625
2005-07-03 00:00:00,13865.20833
2005-07-04 00:00:00,15090.83333
2005-07-05 00:00:00,16217.16667
2005-07-06 00:00:00,16169.375
2005-07-07 00:00:00,15614.58333
2005-07-08 00:00:00,15660.41667
2005-07-09 00:00:00,14912.875
2005-07-10 00:00:00,14951.54167
2005-07-11 00:00:00,17328.79167
2005-07-12 00:00:00,18538.125
2005-07-13 00:00:00,17670.5
2005-07-14 00:00:00,17303.58333
2005-07-15 00:00:00,17789.66667
2005-07-16 00:00:00,16673.04167
2005-07-17 00:00:00,16139.75
2005-07-18 00:00:00,18552.08333
2005-07-19 00:00:00,18644.16667
2005-07-20 00:00:00,18460.04167
2005-07-21 00:00:00,19062.33333
2005-07-22 00:00:00,18560.66667
2005-07-23 00:00:00,16844.875
2005-07-24 00:00:00,16400.66667
2005-07-25 00:00:00,19558.45833
2005-07-26 00:00:00,19786.33333
2005-07-27 00:00:00,17875.83333
2005-07-28 00:00:00,16566.41667
2005-07-29 00:00:00,16528.25
2005-07-30 00:00:00,15500.125
2005-07-31 00:00:00,15511.66667
2005-08-01 00:00:00,18207.25
2005-08-02 00:00:00,19052.625
2005-08-03 00:00:00,19315.16667
2005-08-04 00:00:00,19220.875
2005-08-05 00:00:00,18150.95833
2005-08-06 00:00:00,15996.08333
2005-08-07 00:00:00,15543.95833
2005-08-08 00:00:00,17592
2005-08-09 00:00:00,18250.25
2005-08-10 00:00:00,18654.125
2005-08-11 00:00:00,18545.5
2005-08-12 00:00:00,19154.16667
2005-08-13 00:00:00,17860.45833
2005-08-14 00:00:00,16065.95833
2005-08-15 00:00:00,17362.41667
2005-08-16 00:00:00,17202.04167
2005-08-17 00:00:00,17365.66667
2005-08-18 00:00:00,17383.45833
2005-08-19 00:00:00,18340.58333
2005-08-20 00:00:00,17447.70833
2005-08-21 00:00:00,16248
2005-08-22 00:00:00,16499.125
2005-08-23 00:00:00,15917.16667
2005-08-24 00:00:00,15938.45833
2005-08-25 00:00:00,16654.54167
2005-08-26 00:00:00,16405.04167
2005-08-27 00:00:00,15288.54167
2005-08-28 00:00:00,15115.375
2005-08-29 00:00:00,16634.125
2005-08-30 00:00:00,16710.875
2005-08-31 00:00:00,16661.29167
2005-09-01 00:00:00,16492.58333
2005-09-02 00:00:00,16113.33333
2005-09-03 00:00:00,13849.04167
2005-09-04 00:00:00,13017.33333
2005-09-05 00:00:00,13227.41667
2005-09-06 00:00:00,15645.625
2005-09-07 00:00:00,15969.41667
2005-09-08 00:00:00,16218.75
2005-09-09 00:00:00,16360.66667
2005-09-10 00:00:00,15255.79167
2005-09-11 00:00:00,14536.625
2005-09-12 00:00:00,16653.08333
2005-09-13 00:00:00,17009.91667
2005-09-14 00:00:00,16864.625
2005-09-15 00:00:00,16768.04167
2005-09-16 00:00:00,16122.75
2005-09-17 00:00:00,13997.5
2005-09-18 00:00:00,13621.54167
2005-09-19 00:00:00,15671.33333
2005-09-20 00:00:00,16068.375
2005-09-21 00:00:00,15855.875
2005-09-22 00:00:00,16508.70833
2005-09-23 00:00:00,16086.125
2005-09-24 00:00:00,14319.70833
2005-09-25 00:00:00,14195.20833
2005-09-26 00:00:00,15602.79167
2005-09-27 00:00:00,15028.08333
2005-09-28 00:00:00,14954
2005-09-29 00:00:00,14498.41667
2005-09-30 00:00:00,13901.58333
2005-10-01 00:00:00,12885.66667
2005-10-02 00:00:00,13123.54167
2005-10-03 00:00:00,15663.33333
2005-10-04 00:00:00,15830.58333
2005-10-05 00:00:00,15738
2005-10-06 00:00:00,15695.625
2005-10-07 00:00:00,14632.29167
2005-10-08 00:00:00,13059.25
2005-10-09 00:00:00,12377.5
2005-10-10 00:00:00,14250.375
2005-10-11 00:00:00,14448.375
2005-10-12 00:00:00,14468.25
2005-10-13 00:00:00,14482.875
2005-10-14 00:00:00,14195.58333
2005-10-15 00:00:00,12723
2005-10-16 00:00:00,12209.75
2005-10-17 00:00:00,14182.41667
2005-10-18 00:00:00,14423.875
2005-10-19 00:00:00,14455.125
2005-10-20 00:00:00,14582.58333
2005-10-21 00:00:00,14492.70833
2005-10-22 00:00:00,13235.04167
2005-10-23 00:00:00,12923.95833
2005-10-24 00:00:00,15210
2005-10-25 00:00:00,16045.75
2005-10-26 00:00:00,15658.91667
2005-10-27 00:00:00,15851.33333
2005-10-28 00:00:00,15518.54167
2005-10-29 00:00:00,14552.91667
2005-10-30 00:00:00,13822.26087
2005-10-31 00:00:00,15060.125
2005-11-01 00:00:00,15139.70833
2005-11-02 00:00:00,15013.375
2005-11-03 00:00:00,15177.79167
2005-11-04 00:00:00,14618.33333
2005-11-05 00:00:00,13152.66667
2005-11-06 00:00:00,12466.08333
2005-11-07 00:00:00,14654.33333
2005-11-08 00:00:00,14980.25
2005-11-09 00:00:00,14669.66667
2005-11-10 00:00:00,15170.58333
2005-11-11 00:00:00,15675.25
2005-11-12 00:00:00,14139.95833
2005-11-13 00:00:00,13199.54167
2005-11-14 00:00:00,14778.83333
2005-11-15 00:00:00,14791.04167
2005-11-16 00:00:00,15459.54167
2005-11-17 00:00:00,17275.75
2005-11-18 00:00:00,17649.29167
2005-11-19 00:00:00,15566.79167
2005-11-20 00:00:00,14035.95833
2005-11-21 00:00:00,15921.625
2005-11-22 00:00:00,16810.66667
2005-11-23 00:00:00,17516.95833
2005-11-24 00:00:00,14558.66667
2005-11-25 00:00:00,16137.20833
2005-11-26 00:00:00,15364.16667
2005-11-27 00:00:00,14228.29167
2005-11-28 00:00:00,15171.625
2005-11-29 00:00:00,15443.125
2005-11-30 00:00:00,17079.375
2005-12-01 00:00:00,17949.83333
2005-12-02 00:00:00,18181.29167
2005-12-03 00:00:00,17266.20833
2005-12-04 00:00:00,15802.33333
2005-12-05 00:00:00,18243.95833
2005-12-06 00:00:00,18910.54167
2005-12-07 00:00:00,19036.54167
2005-12-08 00:00:00,19491.04167
2005-12-09 00:00:00,18864.95833
2005-12-10 00:00:00,17721.54167
2005-12-11 00:00:00,16675.33333
2005-12-12 00:00:00,18415.45833
2005-12-13 00:00:00,19063.29167
2005-12-14 00:00:00,19418.91667
2005-12-15 00:00:00,18693.54167
2005-12-16 00:00:00,18194.70833
2005-12-17 00:00:00,17313.5
2005-12-18 00:00:00,16620.58333
2005-12-19 00:00:00,19365.625
2005-12-20 00:00:00,20345.83333
2005-12-21 00:00:00,19566
2005-12-22 00:00:00,19063.29167
2005-12-23 00:00:00,17070.66667
2005-12-24 00:00:00,14654.79167
2005-12-25 00:00:00,13757.79167
2005-12-26 00:00:00,15397.66667
2005-12-27 00:00:00,16329.04167
2005-12-28 00:00:00,15733.91667
2005-12-29 00:00:00,16094.66667
2005-12-30 00:00:00,15858.45833
2005-12-31 00:00:00,14904.91667
2006-01-01 00:00:00,14534.91667
2006-01-02 00:00:00,15040.79167
2006-01-03 00:00:00,16185
2006-01-04 00:00:00,16224.58333
2006-01-05 00:00:00,17014.91667
2006-01-06 00:00:00,17988.58333
2006-01-07 00:00:00,16974.70833
2006-01-08 00:00:00,15419.45833
2006-01-09 00:00:00,16153.41667
2006-01-10 00:00:00,16599.79167
2006-01-11 00:00:00,16183.54167
2006-01-12 00:00:00,16565.5
2006-01-13 00:00:00,16105
2006-01-14 00:00:00,16491.625
2006-01-15 00:00:00,16027.625
2006-01-16 00:00:00,17176.54167
2006-01-17 00:00:00,16671.75
2006-01-18 00:00:00,18061.25
2006-01-19 00:00:00,17316.625
2006-01-20 00:00:00,15937.79167
2006-01-21 00:00:00,14820.29167
2006-01-22 00:00:00,15485.625
2006-01-23 00:00:00,16774.41667
2006-01-24 00:00:00,17170.875
2006-01-25 00:00:00,17954.16667
2006-01-26 00:00:00,17993.79167
2006-01-27 00:00:00,17644.58333
2006-01-28 00:00:00,14898.20833
2006-01-29 00:00:00,13978.70833
2006-01-30 00:00:00,16017.29167
2006-01-31 00:00:00,17293.54167
2006-02-01 00:00:00,17149.33333
2006-02-02 00:00:00,16609.33333
2006-02-03 00:00:00,15880.58333
2006-02-04 00:00:00,15719
2006-02-05 00:00:00,16777.83333
2006-02-06 00:00:00,18172.25
2006-02-07 00:00:00,18274.08333
2006-02-08 00:00:00,18177.83333
2006-02-09 00:00:00,18637.04167
2006-02-10 00:00:00,18041.91667
2006-02-11 00:00:00,16759.25
2006-02-12 00:00:00,16611.625
2006-02-13 00:00:00,18820.70833
2006-02-14 00:00:00,17878.16667
2006-02-15 00:00:00,16842.08333
2006-02-16 00:00:00,15982.70833
2006-02-17 00:00:00,16344.54167
2006-02-18 00:00:00,17713.58333
2006-02-19 00:00:00,17989.58333
2006-02-20 00:00:00,18468.75
2006-02-21 00:00:00,17652.91667
2006-02-22 00:00:00,17288.875
2006-02-23 00:00:00,16710.54167
2006-02-24 00:00:00,16993.54167
2006-02-25 00:00:00,15558.625
2006-02-26 00:00:00,16100.08333
2006-02-27 00:00:00,18141.83333
2006-02-28 00:00:00,16752.16667
2006-03-01 00:00:00,16224.41667
2006-03-02 00:00:00,16012.75
2006-03-03 00:00:00,17328.54167
2006-03-04 00:00:00,16443.83333
2006-03-05 00:00:00,15540.58333
2006-03-06 00:00:00,17206.25
2006-03-07 00:00:00,17156.33333
2006-03-08 00:00:00,16964.375
2006-03-09 00:00:00,15795.58333
2006-03-10 00:00:00,15050.58333
2006-03-11 00:00:00,14055.45833
2006-03-12 00:00:00,12989.45833
2006-03-13 00:00:00,14697.33333
2006-03-14 00:00:00,15889.29167
2006-03-15 00:00:00,16525.08333
2006-03-16 00:00:00,16195.41667
2006-03-17 00:00:00,15931.33333
2006-03-18 00:00:00,15352
2006-03-19 00:00:00,14875.20833
2006-03-20 00:00:00,17113.91667
2006-03-21 00:00:00,17959.33333
2006-03-22 00:00:00,17692.16667
2006-03-23 00:00:00,17039.875
2006-03-24 00:00:00,16481.08333
2006-03-25 00:00:00,15683.79167
2006-03-26 00:00:00,15008.625
2006-03-27 00:00:00,16414.95833
2006-03-28 00:00:00,16007.33333
2006-03-29 00:00:00,15526.5
2006-03-30 00:00:00,15361.5
2006-03-31 00:00:00,14495.20833
2006-04-01 00:00:00,13045.04167
2006-04-02 00:00:00,12691.95652
2006-04-03 00:00:00,14579.91667
2006-04-04 00:00:00,15433.08333
2006-04-05 00:00:00,15188.91667
2006-04-06 00:00:00,15113.625
2006-04-07 00:00:00,14465.58333
2006-04-08 00:00:00,13493.58333
2006-04-09 00:00:00,13412.83333
2006-04-10 00:00:00,15046.08333
2006-04-11 00:00:00,14799.41667
2006-04-12 00:00:00,14428.125
2006-04-13 00:00:00,14390.54167
2006-04-14 00:00:00,13324.125
2006-04-15 00:00:00,12759.125
2006-04-16 00:00:00,11983.58333
2006-04-17 00:00:00,13799.79167
2006-04-18 00:00:00,14367.125
2006-04-19 00:00:00,14158.79167
2006-04-20 00:00:00,14330.04167
2006-04-21 00:00:00,14180
2006-04-22 00:00:00,12966.25
2006-04-23 00:00:00,12317.41667
2006-04-24 00:00:00,14259.91667
2006-04-25 00:00:00,14692.875
2006-04-26 00:00:00,14728.83333
2006-04-27 00:00:00,14557.875
2006-04-28 00:00:00,14186.875
2006-04-29 00:00:00,12834.95833
2006-04-30 00:00:00,12328.125
2006-05-01 00:00:00,14284.54167
2006-05-02 00:00:00,14461.33333
2006-05-03 00:00:00,14502.75
2006-05-04 00:00:00,14774.95833
2006-05-05 00:00:00,14224.66667
2006-05-06 00:00:00,12742.54167
2006-05-07 00:00:00,12400.25
2006-05-08 00:00:00,14411.125
2006-05-09 00:00:00,14542.45833
2006-05-10 00:00:00,14725.125
2006-05-11 00:00:00,14599.70833
2006-05-12 00:00:00,14619.625
2006-05-13 00:00:00,13042.41667
2006-05-14 00:00:00,12397.91667
2006-05-15 00:00:00,14630.45833
2006-05-16 00:00:00,14888.75
2006-05-17 00:00:00,14586.41667
2006-05-18 00:00:00,14517.5
2006-05-19 00:00:00,14475.54167
2006-05-20 00:00:00,12982.20833
2006-05-21 00:00:00,12473.70833
2006-05-22 00:00:00,14403.20833
2006-05-23 00:00:00,14609.33333
2006-05-24 00:00:00,14694.66667
2006-05-25 00:00:00,15181.41667
2006-05-26 00:00:00,14893.45833
2006-05-27 00:00:00,13773.375
2006-05-28 00:00:00,14274.20833
2006-05-29 00:00:00,15451.375
2006-05-30 00:00:00,18051.70833
2006-05-31 00:00:00,18101.54167
2006-06-01 00:00:00,17348.625
2006-06-02 00:00:00,15780.625
2006-06-03 00:00:00,13654.625
2006-06-04 00:00:00,12788.54167
2006-06-05 00:00:00,14843.04167
2006-06-06 00:00:00,15599.41667
2006-06-07 00:00:00,15767.625
2006-06-08 00:00:00,15859.625
2006-06-09 00:00:00,15489.91667
2006-06-10 00:00:00,13270.91667
2006-06-11 00:00:00,12542.625
2006-06-12 00:00:00,14646.08333
2006-06-13 00:00:00,15091.41667
2006-06-14 00:00:00,15413.70833
2006-06-15 00:00:00,15635.20833
2006-06-16 00:00:00,16303.66667
2006-06-17 00:00:00,15950.29167
2006-06-18 00:00:00,15790.83333
2006-06-19 00:00:00,17183.875
2006-06-20 00:00:00,16823.08333
2006-06-21 00:00:00,16917.58333
2006-06-22 00:00:00,18091.41667
2006-06-23 00:00:00,16460.41667
2006-06-24 00:00:00,14962.33333
2006-06-25 00:00:00,14184.83333
2006-06-26 00:00:00,16065.33333
2006-06-27 00:00:00,16718.875
2006-06-28 00:00:00,16651.125
2006-06-29 00:00:00,15993
2006-06-30 00:00:00,15664.875
2006-07-01 00:00:00,14999.75
2006-07-02 00:00:00,15642.45833
2006-07-03 00:00:00,15816.33333
2006-07-04 00:00:00,14870.83333
2006-07-05 00:00:00,15162.25
2006-07-06 00:00:00,14609.08333
2006-07-07 00:00:00,14653.625
2006-07-08 00:00:00,14120.29167
2006-07-09 00:00:00,14064.41667
2006-07-10 00:00:00,17164.25
2006-07-11 00:00:00,17025.83333
2006-07-12 00:00:00,17557.04167
2006-07-13 00:00:00,18071.125
2006-07-14 00:00:00,18249.625
2006-07-15 00:00:00,17244.58333
2006-07-16 00:00:00,17131.83333
2006-07-17 00:00:00,19536.83333
2006-07-18 00:00:00,19262.91667
2006-07-19 00:00:00,19172.16667
2006-07-20 00:00:00,19073.875
2006-07-21 00:00:00,18569.54167
2006-07-22 00:00:00,15561.83333
2006-07-23 00:00:00,14588.625
2006-07-24 00:00:00,17234.875
2006-07-25 00:00:00,18198.83333
2006-07-26 00:00:00,18352.66667
2006-07-27 00:00:00,18438.04167
2006-07-28 00:00:00,18203.91667
2006-07-29 00:00:00,16975.79167
2006-07-30 00:00:00,17343.66667
2006-07-31 00:00:00,20263.79167
2006-08-01 00:00:00,21054.125
2006-08-02 00:00:00,21233.66667
2006-08-03 00:00:00,20052.5
2006-08-04 00:00:00,18707.08333
2006-08-05 00:00:00,16640.75
2006-08-06 00:00:00,16553.16667
2006-08-07 00:00:00,19183.875
2006-08-08 00:00:00,18294.29167
2006-08-09 00:00:00,17572.70833
2006-08-10 00:00:00,17985.625
2006-08-11 00:00:00,16792.29167
2006-08-12 00:00:00,14476.95833
2006-08-13 00:00:00,14431.70833
2006-08-14 00:00:00,17309.66667
2006-08-15 00:00:00,17503.83333
2006-08-16 00:00:00,17202.83333
2006-08-17 00:00:00,17618.20833
2006-08-18 00:00:00,17679.5
2006-08-19 00:00:00,16612.5
2006-08-20 00:00:00,15075.70833
2006-08-21 00:00:00,16679.54167
2006-08-22 00:00:00,17176.79167
2006-08-23 00:00:00,17216.83333
2006-08-24 00:00:00,17423.79167
2006-08-25 00:00:00,17764.33333
2006-08-26 00:00:00,16753.75
2006-08-27 00:00:00,16156.125
2006-08-28 00:00:00,17720.66667
2006-08-29 00:00:00,17755.66667
2006-08-30 00:00:00,16800.625
2006-08-31 00:00:00,15976.95833
2006-09-01 00:00:00,14709.70833
2006-09-02 00:00:00,12835.5
2006-09-03 00:00:00,12380.79167
2006-09-04 00:00:00,12712.66667
2006-09-05 00:00:00,14798.83333
2006-09-06 00:00:00,15353.16667
2006-09-07 00:00:00,15648.54167
2006-09-08 00:00:00,15714.75
2006-09-09 00:00:00,14501
2006-09-10 00:00:00,13646.25
2006-09-11 00:00:00,15434.08333
2006-09-12 00:00:00,15551.625
2006-09-13 00:00:00,15226.45833
2006-09-14 00:00:00,15071.75
2006-09-15 00:00:00,14730.08333
2006-09-16 00:00:00,13383.33333
2006-09-17 00:00:00,13531.75
2006-09-18 00:00:00,15659.45833
2006-09-19 00:00:00,15146.29167
2006-09-20 00:00:00,14401.75
2006-09-21 00:00:00,14654.91667
2006-09-22 00:00:00,14457
2006-09-23 00:00:00,13556.70833
2006-09-24 00:00:00,12902.625
2006-09-25 00:00:00,14352.75
2006-09-26 00:00:00,14572.625
2006-09-27 00:00:00,14638.79167
2006-09-28 00:00:00,14506.95833
2006-09-29 00:00:00,14130.375
2006-09-30 00:00:00,13049.54167
2006-10-01 00:00:00,12362.04167
2006-10-02 00:00:00,14582.16667
2006-10-03 00:00:00,15193.91667
2006-10-04 00:00:00,15695.875
2006-10-05 00:00:00,14906.70833
2006-10-06 00:00:00,14477.58333
2006-10-07 00:00:00,13340.625
2006-10-08 00:00:00,12753.66667
2006-10-09 00:00:00,14496.125
2006-10-10 00:00:00,14470.33333
2006-10-11 00:00:00,14553.45833
2006-10-12 00:00:00,14926.29167
2006-10-13 00:00:00,15525.25
2006-10-14 00:00:00,14199.08333
2006-10-15 00:00:00,13802.08333
2006-10-16 00:00:00,15351.91667
2006-10-17 00:00:00,15333.75
2006-10-18 00:00:00,14719.70833
2006-10-19 00:00:00,14851.875
2006-10-20 00:00:00,14913
2006-10-21 00:00:00,13824.375
2006-10-22 00:00:00,13702.75
2006-10-23 00:00:00,16450.08333
2006-10-24 00:00:00,16928.91667
2006-10-25 00:00:00,16466.95833
2006-10-26 00:00:00,16660.33333
